 ,Image,Region,Area-B,Area-G,Mean-B,Mean-G,IntDen-B,IntDen-G
1276,10-DAPI-9-40x-402ms.tif,NBL,0.0442,0.0442,132.2555,2.258,5.8407,0.0997
1277,10-DAPI-9-40x-402ms.tif,NBL,0.0637,0.0637,124.2538,2.2743,7.9142,0.1449
1278,10-DAPI-9-40x-402ms.tif,NBL,0.0203,0.0203,137.6578,3.2246,2.7932,0.0654
1279,10-DAPI-9-40x-402ms.tif,NBL,0.0594,0.0594,124.7459,2.1993,7.4041,0.1305
1280,10-DAPI-9-40x-402ms.tif,NBL,0.0507,0.0507,123.8758,2.3276,6.2771,0.1179
1281,10-DAPI-9-40x-402ms.tif,NBL,0.0778,0.0778,119.5523,2.3222,9.3011,0.1807
1282,10-DAPI-9-40x-402ms.tif,NBL,0.0365,0.0365,121.9315,2.7202,4.4454,0.0992
1283,10-DAPI-9-40x-402ms.tif,NBL,0.0535,0.0535,117.7606,2.2414,6.2995,0.1199
1284,10-DAPI-9-40x-402ms.tif,NBL,0.0433,0.0433,125.2055,2.3258,5.4207,0.1007
1285,10-DAPI-9-40x-402ms.tif,NBL,0.0396,0.0396,126.8192,2.8274,5.0227,0.112
1286,10-DAPI-9-40x-402ms.tif,NBL,0.0243,0.0243,117.6161,1.9375,2.8587,0.0471
1287,10-DAPI-9-40x-402ms.tif,NBL,0.0281,0.0281,122.1776,3.0309,3.4336,0.0852
1288,10-DAPI-9-40x-402ms.tif,NBL,0.0557,0.0557,121.885,2.8674,6.7846,0.1596
1289,10-DAPI-9-40x-402ms.tif,NBL,0.0477,0.0477,122.8114,3.0955,5.8634,0.1478
1290,10-DAPI-9-40x-402ms.tif,NBL,0.051,0.051,128.2319,3.3106,6.5396,0.1688
1291,10-DAPI-9-40x-402ms.tif,NBL,0.0411,0.0411,124.2744,2.438,5.1107,0.1003
1292,10-DAPI-9-40x-402ms.tif,NBL,0.0303,0.0303,109.3118,1.9211,3.3092,0.0582
1293,10-DAPI-9-40x-402ms.tif,NBL,0.0501,0.0501,125.8355,2.5931,6.3082,0.13
1294,10-DAPI-9-40x-402ms.tif,NBL,0.0446,0.0446,125.1436,2.5596,5.5809,0.1141
1295,10-DAPI-9-40x-402ms.tif,NBL,0.0318,0.0318,108.7952,2.116,3.4589,0.0673
1296,10-DAPI-9-40x-402ms.tif,NBL,0.0513,0.0513,100.6004,1.3932,5.1632,0.0715
1297,10-DAPI-9-40x-402ms.tif,NBL,0.0245,0.0245,118.9956,1.7124,2.9181,0.042
1298,10-DAPI-9-40x-402ms.tif,NBL,0.0254,0.0254,81.9915,2.4402,2.0818,0.062
1299,10-DAPI-9-40x-402ms.tif,NBL,0.093,0.093,49.9277,0.7923,4.6428,0.0737
1300,10-DAPI-9-40x-402ms.tif,NBL,0.0617,0.0617,90.4675,1.8348,5.5855,0.1133
1301,10-DAPI-9-40x-402ms.tif,NBL,0.0212,0.0212,118.159,2.0667,2.5001,0.0437
1302,10-DAPI-9-40x-402ms.tif,NBL,0.0218,0.0218,114.398,7.6716,2.495,0.1673
1303,10-DAPI-9-40x-402ms.tif,NBL,0.0272,0.0272,111.3307,2.6056,3.0321,0.071
1304,10-DAPI-9-40x-402ms.tif,NBL,0.0089,0.0089,111.1951,1.4024,0.9894,0.0125
1305,10-DAPI-9-40x-402ms.tif,NBL,0.0363,0.0363,126.0955,2.2239,4.5836,0.0808
1306,10-DAPI-9-40x-402ms.tif,NBL,0.0189,0.0189,126.7989,2.6954,2.394,0.0509
1307,10-DAPI-9-40x-402ms.tif,NBL,0.029,0.029,107.4944,1.4569,3.1143,0.0422
1308,10-DAPI-9-40x-402ms.tif,NBL,0.0674,0.0674,96.3398,2.0193,6.4916,0.1361
1309,10-DAPI-9-40x-402ms.tif,NBL,0.0527,0.0527,130.6914,3.1235,6.8919,0.1647
1310,10-DAPI-9-40x-402ms.tif,NBL,0.0783,0.0783,94.3629,1.4903,7.3926,0.1168
1311,10-DAPI-9-40x-402ms.tif,NBL,0.0443,0.0443,121.2255,1.8971,5.3668,0.084
1312,10-DAPI-9-40x-402ms.tif,NBL,0.0123,0.0123,118.7345,2.5929,1.4558,0.0318
1313,10-DAPI-9-40x-402ms.tif,NBL,0.0086,0.0086,111.6582,1.4557,0.9571,0.0125
1314,10-DAPI-9-40x-402ms.tif,NBL,0.0294,0.0294,108.9557,1.8967,3.2039,0.0558
1315,10-DAPI-9-40x-402ms.tif,NBL,0.0146,0.0146,99.0444,1.4296,1.4508,0.0209
1316,10-DAPI-9-40x-402ms.tif,NBL,0.0265,0.0265,111.7541,2.6721,2.9588,0.0707
1317,10-DAPI-9-40x-402ms.tif,NBL,0.0176,0.0176,88.9074,1.7346,1.5628,0.0305
1318,10-DAPI-9-40x-402ms.tif,NBL,0.0105,0.0105,85.7113,1.4845,0.9021,0.0156
1319,10-DAPI-9-40x-402ms.tif,NBL,0.0118,0.0118,123.5046,2.2844,1.4607,0.027
1320,10-DAPI-9-40x-402ms.tif,NBL,0.0375,0.0375,66.2428,1.3353,2.487,0.0501
1321,10-DAPI-9-40x-402ms.tif,NBL,0.0286,0.0286,97.7614,1.6023,2.8005,0.0459
1322,10-DAPI-9-40x-402ms.tif,NBL,0.0753,0.0753,121.8804,2.5663,9.1781,0.1933
1323,10-DAPI-9-40x-402ms.tif,NBL,0.051,0.051,116.4957,1.9894,5.9411,0.1015
1324,10-DAPI-9-40x-402ms.tif,NBL,0.039,0.039,111.7187,2.0334,4.3519,0.0792
1325,10-DAPI-9-40x-402ms.tif,NBL,0.0589,0.0589,99.674,1.7937,5.8727,0.1057
1326,10-DAPI-9-40x-402ms.tif,NBL,0.0843,0.0843,83.1982,1.3694,7.0144,0.1155
1327,10-DAPI-9-40x-402ms.tif,NBL,0.0092,0.0092,87.3765,1.2824,0.8059,0.0118
1328,10-DAPI-9-40x-402ms.tif,NBL,0.0689,0.0689,111.8362,1.7512,7.7057,0.1207
1329,10-DAPI-9-40x-402ms.tif,NBL,0.0247,0.0247,131.4167,2.8947,3.2512,0.0716
