 ,Image,Region,Area-B,Area-G,Mean-B,Mean-G,IntDen-B,IntDen-G
587,10-DAPI-9-40x-402ms.tif,BL,0.0127,0.0127,120.9402,2.7009,1.5354,0.0343
588,10-DAPI-9-40x-402ms.tif,BL,0.0354,0.0354,114.4571,1.9969,4.0487,0.0706
589,10-DAPI-9-40x-402ms.tif,BL,0.026,0.026,130.8,3.2167,3.4062,0.0838
590,10-DAPI-9-40x-402ms.tif,BL,0.0299,0.0299,133.3551,2.6739,3.9937,0.0801
591,10-DAPI-9-40x-402ms.tif,BL,0.0286,0.0286,137.0114,3.2652,3.9248,0.0935
592,10-DAPI-9-40x-402ms.tif,BL,0.0237,0.0237,131.6009,2.5505,3.113,0.0603
593,10-DAPI-9-40x-402ms.tif,BL,0.026,0.026,137.1875,2.7208,3.5726,0.0709
594,10-DAPI-9-40x-402ms.tif,BL,0.0383,0.0383,134.0057,3.1133,5.1328,0.1192
595,10-DAPI-9-40x-402ms.tif,BL,0.0374,0.0374,129.6116,2.8783,4.852,0.1077
596,10-DAPI-9-40x-402ms.tif,BL,0.0416,0.0416,131.0966,2.3133,5.4481,0.0961
597,10-DAPI-9-40x-402ms.tif,BL,0.0559,0.0559,134.2291,3.4602,7.5009,0.1934
